Title,ISBN,Author,Rating,Date of publish,Category,user_id,LIKE,Comment
"Catching Fire (The Hunger Games, #2)",9780439023498,Suzanne Collins,4.0,"September 1, 2009",Technology,8,1,A thought-provoking and insightful book.
On Formally Undecidable Propositions of Principia Mathematica and Related Systems,9780486669809,"Kurt Gödel,Bernard Meltzer",,"April 1, 1992",Math,3,0,I struggled to connect with the main character.
"The Scrumban [R]Evolution: Getting the Most Out of Agile, Scrum, and Lean Kanban",9780134086217,Ajay Reddy,4.0,"June 29, 2015",Computer-Science,311,0,The pacing felt a bit off in the middle.
Clifford's First Autumn (Clifford 8x8),9780590341301,Norman Bridwell,3.0,"September 1, 1997",Math,340,0,The ending left me wanting more.
"Diamonds and Deadlines: A Tale of Greed, Deceit, and a Female Tycoon in the Gilded Age",9781468314502,Betsy Prioleau,,"January 1, 2022",Math,67,1,
"Diamonds and Deadlines: A Tale of Greed, Deceit, and a Female Tycoon in the Gilded Age",9781468314502,Betsy Prioleau,4.0,"January 1, 2022",Math,419,1,The plot twists kept me guessing until the end.
"Night of the Raven, Dawn of the Dove",9781250823687,Rati Mehrotra,4.0,"October 18, 2022",Children,398,1,"Not what I expected, but in a good way!"
"Neon Genesis Evangelion, Volume 3 (Neon Genesis Evangelion (Viz) (Graphic Novels))",9781591164012,Yoshiyuki Sadamoto,,"October 29, 1996",Computer-Science,470,0,I would recommend this to fans of [genre].
"Neon Genesis Evangelion, Volume 3 (Neon Genesis Evangelion (Viz) (Graphic Novels))",9781591164012,Yoshiyuki Sadamoto,3.0,"October 29, 1996",Computer-Science,481,0,The pacing felt a bit off in the middle.
The Diary of a Young Girl,9780385480338,"Anne Frank,Eleanor Roosevelt,Susan Massotty,Γιάννης Θωμόπουλος,Barbara Mooyaart-Doubleday,Otto H. Frank, Mirjam Pressler",4.0,"June 25, 1947",Business,336,0,This book really made me think about [a theme].
Macrowikinomics: Rebooting Business and the World,9781591843566,"Don Tapscott,Anthony D. Williams",4.0,"September 1, 2010",Technology,466,0,
Deep Medicine: How Artificial Intelligence Can Make Healthcare Human Again,9781541644632,Eric J. Topol,4.0,"January 1, 2019",Computer-Science,112,1,"Not what I expected, but in a good way!"
Calculus Wars,9781843440369,Jason Socrates Bardi,,"January 1, 2006",Math,434,1,A quick and entertaining read.
"Saga, Volume 1",9781607066019,"Brian K. Vaughan,Fiona Staples",4.0,"October 10, 2012",Comics,149,0,I struggled to connect with the main character.
Little Mouse's Sweet Treat,9780997878509,Shana Hollowell,5.0,"August 19, 2016",Math,463,1,A thought-provoking and insightful book.
The Mindful Way through Depression: Freeing Yourself from Chronic Unhappiness,9781593851286,"J. Mark G. Williams,John D. Teasdale,Zindel V. Segal,Jon Kabat-Zinn",2.0,"June 1, 2007",Personal-Development,239,0,I couldn't put it down!
"River Marked (Mercy Thompson, #6)",9781841497976,Patricia Briggs,4.0,"March 1, 2011",Fantasy,147,0,The world-building in this fantasy novel is incredible.
"The Wide Window (A Series of Unfortunate Events, #3)",9780064407687,"Lemony Snicket,Brett Helquist",,"February 25, 2000",Children,213,1,Disappointing after all the hype.
It's Superman!,9780345493927,Tom De Haven,4.0,"September 15, 2005",Comics,466,1,
Fire Escape: How Animals and Plants Survive Wildfires (Books for a Better Earth),9780823454426,"Jessica Stremer,Michael Garland",4.0,"June 25, 2024",Math,133,1,The plot twists kept me guessing until the end.
"Leadership: Past, Present & Future",9781596085466,Carlos    Rivera,4.0,"March 1, 2005",Personal-Development,398,0,"Not what I expected, but in a good way!"
Just Enough Carrots (MathStart 1),9780064467117,"Stuart J. Murphy,Frank Remkiewicz",4.0,"August 16, 1997",Cars,445,0,A classic for a reason. Highly enjoyable.
"The Tombs of Atuan (Earthsea Cycle, #2)",9780689845369,Ursula K. Le Guin,4.0,"September 10, 1971",Children,69,0,The ending left me wanting more.
"Neon Genesis Evangelion, Vol. 7",9781591164050,Yoshiyuki Sadamoto,1.0,"December 1, 2001",Computer-Science,15,0,A thought-provoking and insightful book.
Hugs from Obama: A Photographic Look Back at the Warmth and Wisdom of President Barack Obama,9781250201096,M. Sweeney,5.0,"September 4, 2018",Personal-Development,262,1,
"Goodnight, Goodnight, Construction Site",9780811877824,"Sherri Duskey Rinker,Tom Lichtenheld",,"March 2, 2011",Cars,240,0,I struggled to connect with the main character.
Eleanor of Aquitaine and the Four Kings,9780674242548,Amy  Kelly,4.0,"January 1, 1950",nonfiction,300,0,Disappointing after all the hype.
"Sleep Smarter: 21 Essential Strategies to Sleep Your Way to A Better Body, Better Health, and Bigger Success",9781623367398,"Shawn Stevenson,Sara Gottfried",1.0,"May 22, 2014",Personal-Development,285,0,The pacing felt a bit off in the middle.
"Echo McCool, Outlaw Through Time",9781908105264,Roger K. Driscoll,5.0,"January 1, 2011",Children,306,0,The plot twists kept me guessing until the end.
Make Way for Ducklings,9780670035380,Robert McCloskey,4.0,"January 1, 1941",Biology,50,1,
The Radium Girls: The Dark Story of America’s Shining Women,9781492649359,Kate  Moore,4.0,"June 1, 2016",Biology,291,1,
Bullshit Jobs: A Theory,9781501143311,David Graeber,4.0,"May 1, 2018",Math,443,0,
"The Book of the Unnamed Midwife (The Road to Nowhere, #1)",9781503939110,Meg Elison,4.0,"June 4, 2014",Computer-Science,326,1,The ending left me wanting more.
"Jurassic Park (Jurassic Park, #1)",9780307763051,Michael Crichton,4.0,"November 7, 1990",Fantasy,130,0,I struggled to connect with the main character.
Shaman,9780316098076,Kim Stanley Robinson,4.0,"September 3, 2013",Math,166,0,The world-building in this fantasy novel is incredible.
The Erie Canal,9780966441109,Peter Spier,4.0,"January 1, 1970",Children,41,1,The pacing felt a bit off in the middle.
The Erie Canal,9780966441109,Peter Spier,2.0,"January 1, 1970",Children,52,0,A classic for a reason. Highly enjoyable.
The Erie Canal,9780966441109,Peter Spier,4.0,"January 1, 1970",Children,96,1,I found the writing style to be quite beautiful.
The Erie Canal,9780966441109,Peter Spier,4.0,"January 1, 1970",Children,470,1,The pacing felt a bit off in the middle.
"One, Two, Three: Absolutely Elementary Mathematics",9780375423338,David Berlinski,3.0,"January 1, 2011",Math,57,0,A classic for a reason. Highly enjoyable.
Teasing Secrets from the Dead: My Investigations at America's Most Infamous Crime Scenes,9781400049226,Emily Craig,1.0,"January 1, 2004",Computer-Science,32,0,A quick and entertaining read.
At Home: A Short History of Private Life,9780767919388,Bill Bryson,4.0,"May 27, 2010",Personal-Development,309,0,I would recommend this to fans of [genre].
The Children of Noisy Village,9780140326093,"Astrid Lindgren,Ilon Wikland,Florence Lamborn",4.0,"January 1, 1946",Children,475,1,A thought-provoking and insightful book.
Statistics,9780393522105,"David Freedman,Robert Pisani,Roger Purves",4.0,"April 1, 1978",Computer-Science,300,1,This book really made me think about [a theme].
The Thrilling Adventures of Lovelace and Babbage,978-0307908278,Sydney Padua,4.0,"April 21, 2015",Comics,374,1,A thought-provoking and insightful book.
The Killers Within: The Deadly Rise Of Drug-Resistant Bacteria,9780316735667,"Michael Shnayerson,Mark J. Plotkin",4.0,"January 1, 2002",Math,464,0,The plot twists kept me guessing until the end.
My Lesbian Experience with Loneliness,9781626926035,"Kabi Nagata,Jocelyne Allen",4.0,"January 1, 2016",Comics,172,1,I would recommend this to fans of [genre].
The Couple Next Door,9780735221086,Shari Lapena,,"July 14, 2016",nonfiction,441,0,
The Velveteen Rabbit,9780380002559,"Margery Williams Bianco,William   Nicholson",4.0,"January 1, 1922",studio-ghibli,429,1,A captivating story with well-developed characters.
Big Friendship: How We Keep Each Other Close,9781982111908,"Aminatou Sow,Ann Friedman",4.0,"July 14, 2020",Personal-Development,202,0,A classic for a reason. Highly enjoyable.
"Now, Discover Your Strengths: The revolutionary Gallup program that shows you how to develop your unique talents and strengths",9780743201148,Gallup,1.0,"January 1, 2001",Business,50,0,This book really made me think about [a theme].
Two-Way Street,9781416913184,Lauren Barnholdt,4.0,"June 26, 2007",Cars,135,1,"Not what I expected, but in a good way!"
Two-Way Street,9781416913184,Lauren Barnholdt,4.0,"June 26, 2007",Cars,420,1,I found the writing style to be quite beautiful.
Two-Way Street,9781416913184,Lauren Barnholdt,4.0,"June 26, 2007",Cars,478,1,
"Captain Marvel, Vol. 1: Higher, Further, Faster, More",9780785190134,"Kelly Sue DeConnick,David López",,"October 21, 2014",Comics,307,1,The pacing felt a bit off in the middle.
"Captain Marvel, Vol. 1: Higher, Further, Faster, More",9780785190134,"Kelly Sue DeConnick,David López",1.0,"October 21, 2014",Comics,478,0,I couldn't put it down!
When the Root Children Wake Up,9780590425179,"Audrey Wood,Ned Bittinger",4.0,"January 1, 2002",Children,190,1,The world-building in this fantasy novel is incredible.
I Feel Bad About My Neck and Other Thoughts on Being a Woman,9780307264558,Nora Ephron,4.0,"January 1, 2006",Personal-Development,265,1,A quick and entertaining read.
Composed: A Memoir,9780670021963,Rosanne Cash,1.0,"April 1, 2010",nonfiction,270,0,Disappointing after all the hype.
Seeds of Hope: Wisdom and Wonder from the World of Plants,9781455513222,"Jane Goodall,Gail Hudson,Michael Pollan",4.0,"April 2, 2013",Math,482,1,The plot twists kept me guessing until the end.
"Runaways, Vol. 1: Pride & Joy",9780785113799,"Brian K. Vaughan,Adrian Alphona",3.0,"December 6, 2006",Children,251,0,The world-building in this fantasy novel is incredible.
"Mini Habits: Smaller Habits, Bigger Results (Mini Habits, #1)",9781494882273,Stephen Guise,4.0,"December 22, 2013",Personal-Development,225,1,A captivating story with well-developed characters.
"Mini Habits: Smaller Habits, Bigger Results (Mini Habits, #1)",9781494882273,Stephen Guise,4.0,"December 22, 2013",Personal-Development,451,1,I struggled to connect with the main character.
Database Concepts,9780135188347,"David M. Kroenke,David J. Auer,Scott L. Vandenberg,Robert C. Yoder",3.0,"January 1, 2002",Computer-Science,228,1,A quick and entertaining read.
Database Concepts,9780135188347,"David M. Kroenke,David J. Auer,Scott L. Vandenberg,Robert C. Yoder",3.0,"January 1, 2002",Computer-Science,255,1,I found the writing style to be quite beautiful.
The Hairy Toe: Read and Share (Reading and Math Together),9780763608606,Daniel Postgate,4.0,"January 1, 1998",Children,121,0,I would recommend this to fans of [genre].
"Overwhelmed: Work, Love, and Play When No One Has the Time",9780374228446,Brigid Schulte,,"March 11, 2014",Personal-Development,4,1,I would recommend this to fans of [genre].
"Undead and Unwed (Undead, #1)",9780425194850,MaryJanice Davidson,1.0,"March 2, 2004",Children,158,0,I couldn't put it down!
The Okay Book,9780316692205,Todd Parr,4.0,"January 1, 1999",Children,163,1,
"Safe Food: Bacteria, Biotechnology, and Bioterrorism (California Studies in Food and Culture)",9780520242234,Marion Nestle,4.0,"January 1, 2003",Computer-Science,45,1,A classic for a reason. Highly enjoyable.
Digging for God,9780228817383,Tom Hillman,4.0,"June 11, 2019",Personal-Development,439,1,I would recommend this to fans of [genre].
Failing Forward: Turning Mistakes Into Stepping Stones for Success,9780785274308,John C. Maxwell,4.0,"January 1, 1982",Personal-Development,126,1,I found the writing style to be quite beautiful.
Failing Forward: Turning Mistakes Into Stepping Stones for Success,9780785274308,John C. Maxwell,4.0,"January 1, 1982",Personal-Development,299,1,I struggled to connect with the main character.
New Age Religion and Western Culture: Esotericism in the Mirror of Secular Thought,9780791438541,Wouter J. Hanegraaff,4.0,"January 1, 1996",Personal-Development,34,1,This book really made me think about [a theme].
The Shift: The Future of Work Is Already Here,9780007427932,Lynda Gratton,4.0,"May 12, 2011",Personal-Development,23,0,Disappointing after all the hype.
The Shift: The Future of Work Is Already Here,9780007427932,Lynda Gratton,4.0,"May 12, 2011",Personal-Development,352,1,The ending left me wanting more.
The Shift: The Future of Work Is Already Here,9780007427932,Lynda Gratton,,"May 12, 2011",Personal-Development,362,0,Disappointing after all the hype.
"The Magic School Bus and the Electric Field Trip (The Magic School Bus, #9)",9780590446839,"Joanna Cole,Bruce Degen",4.0,"January 1, 1997",Math,78,0,Disappointing after all the hype.
The Happiness Equation: Want Nothing + Do Anything = Have Everything,9780399169472,Neil Pasricha,4.0,"March 31, 2015",Personal-Development,98,0,
"AI Doctor: The Rise of Artificial Intelligence in Healthcare - A Guide for Users, Buyers, Builders, and Investors",9781394240173,Ronald M. Razmi,4.0,"January 3, 2024",Artificial-Intelligence,157,1,I found the writing style to be quite beautiful.
You Can Heal Your Life,9788176210775,Louise L. Hay,4.0,"January 1, 1984",Business,236,1,A captivating story with well-developed characters.
Towering,9780062024176,Alex Flinn,3.0,"May 1, 2013",Children,12,0,
Towering,9780062024176,Alex Flinn,,"May 1, 2013",Children,415,1,"Not what I expected, but in a good way!"
Are You Ready to Succeed? Unconventional Strategies to Achieving Personal Mastery in Business and Life,9781401301934,Srikumar Rao,4.0,"January 1, 2006",Personal-Development,184,1,A quick and entertaining read.
"Insurgent (Divergent, #2)",9780007442911,Veronica Roth,4.0,"May 1, 2012",Children,92,0,A thought-provoking and insightful book.
Prodigal Summer,9780060959036,Barbara Kingsolver,4.0,"October 17, 2000",Technology,295,1,The pacing felt a bit off in the middle.
Prodigal Summer,9780060959036,Barbara Kingsolver,,"October 17, 2000",Technology,342,0,
Women Who Love Too Much: When You Keep Wishing and Hoping He'll Change,9780671733414,Robin Norwood,4.0,"January 1, 1985",Personal-Development,159,1,I couldn't put it down!
"Enchantment: The Art of Changing Hearts, Minds, and Actions",9781591843795,Guy Kawasaki,1.0,"January 1, 2011",Technology,138,0,I would recommend this to fans of [genre].
"Enchantment: The Art of Changing Hearts, Minds, and Actions",9781591843795,Guy Kawasaki,4.0,"January 1, 2011",Technology,424,1,
Atlas Obscura: An Explorer's Guide to the World's Hidden Wonders,9780761169086,"Joshua Foer,Dylan Thuras,Ella Morton",4.0,"September 20, 2016",Math,151,1,I would recommend this to fans of [genre].
Hang the Moon,9781501117299,Jeannette Walls,4.0,"March 28, 2023",Cars,171,1,A thought-provoking and insightful book.
"The Candy Shop War (The Candy Shop War, #1)",9781590387832,Brandon Mull,,"September 11, 2007",Children,395,1,This book really made me think about [a theme].
"Emotional Agility: Get Unstuck, Embrace Change, and Thrive in Work and Life",9781592409495,Susan  David,4.0,"September 1, 2016",Personal-Development,474,0,The world-building in this fantasy novel is incredible.
